ID;ACTE;DESCRIPCIO;EMAIL_ACTE;WEB_ACTE;A_CARREC;LLOC;DATA_INI;DATA_FI;GRATUIT;PREU;HORA_INI;HORA_FI;IMATGE;DISTRICTE;TIPUS_ACTE;OBSERVACIONS;CICLE;DESCRIPCIOCICLE;CICLE_DATA_INI;CICLE_DATA_FI;DATA_PUB;X;Y;LONGITUD;LATITUD;URL
83032;Exposició:  Antoni Padrós. Pertorbador de consciències ;Exposicions;;http://www.terrassa.cat/artsvisuals                                                                 ;;Sala Muncunill;2015-04-09 ;2015-06-21 ;F;;;;;1;;Inaguració dia 9 d abril a les 19h per l alcalde de Terrassa, Jordi Ballart.;;;;;2015-04-09;417574,3624;4602036,1804;2,0103326857102;41.5639064870658;http://www.terrassa.cat/veureacte?numActe=83032
83050;Classes per aprendre a anar en bicicleta;Sortides/Excursions;info@biter.cat                                                                                      ;http://www.biter.cat                                                                                ;;P de Vallparadís, sota el Pont de l avinguda de Jacquard;2015-04-16 ;2015-07-30 ;F;30 euros (6 sessions de 2 hores) Gratuït per a socis del biter.cat                                                                                                                                                                                             ;;;;1;;No cal portar bicicleta, matrícula oberta, inscripcions directament al lloc de l activitat.;;;;;2015-04-10;;;;;http://www.terrassa.cat/veureacte?numActe=83050
83051;Sortida amb bicicleta per la ciutat;Sortides/Excursions;info@biter.cat                                                                                      ;http://www.biter.cat                                                                                ;;Casa Baumann;2015-04-16 ;2015-12-31 ;T;;;;;1;;No cal inscripció prèvia. Els recorreguts seran guiats per voluntaris del  BiTer i se circulará per carrers i carrils bici de la ciutat.;;;;;2015-04-10;;;;;http://www.terrassa.cat/veureacte?numActe=83051
83195;EL MÓN DEL PIANO Mostra de material sonor i gràfic al voltant del món del piano, cds, dvds, partitures, llibres, revistes...;Música;bct@terrassa.cat                                                                                    ;http://www.terrassa.cat/bct                                                                         ;;A la Biblioteca Central i a la Biblioteca del Districte 2;2015-05-25 ;2015-06-20 ;T;;;;;1;;Temporada de música - Cicle  Sons clàssics ;;;;;2015-05-20;417541,0011;4602607,8482;2,0098540804792;41.5690514950061;http://www.terrassa.cat/veureacte?numActe=83195
83233;Cursos intensius d idiomes a l EOI Alemany, anglès, àrab, francès, italià ;Cursos;;http://www.xtec.cat/eoiterrassa                                                                     ;;Escola Oficial d Idiomes - EOI Terrassa;2015-07-01 ;2015-07-28 ;F;;;;;3;;;;;;;2015-05-19;418140,4565;4600229,9893;2,0173672273232;41.5476980253302;http://www.terrassa.cat/veureacte?numActe=83233
83235;L hora del conte: Contes de festa major ;Activitats infantils;bd6@terrassa.cat                                                                                    ;http://www.terrassa.cat/drets                                                                       ;;Biblioteca Districte 6 - BD6;2015-07-10 12:00:00;2015-07-10 ;T;;01/01/1900 12:00:00;;;6;INFANT;A partir de 7 anys. Activitat gratuïta. Més informació al telèfon 937 397 420.;L HORA DEL CONTE                                                                                                                                                                                        ;L hora del conte és una estona en la qual les paraules, els personatges i les històries s escapen dels llibres i s instal.len en la veu i en les mans d uns narradors.  És una activitat gratuïta. Les sessions comencen a les 6 de la tarda (de dimarts a divendres) i a les 12 h (dissabtes).;2014-10-01;2015-07-31;2015-05-22;418878,4684;4603502,4622;2,0257725472311;41.5772453538921;http://www.terrassa.cat/veureacte?numActe=83235
83237;Xerrada/presentació del llibre   Corrent cap a l impossible : un viatge al món de l ultrafons  ;Literatura i poesia;bd5@terrassa.cat                                                                                    ;http://www.terrassa.cat/bd5                                                                         ;ALBERT JORQUERA;Biblioteca Districte 5 - BD5;2015-06-12 19:00:00;2015-06-12 20:00:00;T;;01/01/1900 19:00:00;01/01/1900 20:00:00;;5;;   ;;;;;2015-04-28;417563,7066;4603383,9827;2,0100197166697;41.5760437114654;http://www.terrassa.cat/veureacte?numActe=83237
83251;Curs d Economia Social i Cooperativa;Cursos;;https://aoberta.terrassa.cat/tramits/fitxa.jsp?id=7820                                              ;;Sala d actes Quadrant 0;2015-05-04 ;2015-06-08 ;F;;;;;1;;Cal inscripció prèvia: Online https://aoberta.terrassa.cat/tramits/fitxa.jsp?id=7820 Per qualsevol consulta: Per telèfon 937 397 000 extensió 4934¡ o 010 - 807 210 010 (des de fora de la ciutat).;;;;;2015-04-20;417860,3439;4601590,7443;2,0138229696617;41.5599243218486;http://www.terrassa.cat/veureacte?numActe=83251
83278;Cursos i tallers  - Club3Generacions Programació d abril a juliol 2015;Cursos;;http://www.club3ge.com                                                                              ;;Club 3Generacions;2015-04-01 ;2015-07-31 ;F;;;;;3;;;;;;;2015-04-22;418109,2091;4601328,0317;2,0168428752873;41.557583858647;http://www.terrassa.cat/veureacte?numActe=83278
83279;Esplai per als petits;Activitats infantils;;http://www.club3ge.com                                                                              ;;Club 3Generacions;2015-06-22 ;2015-07-31 ;F;;;;;3;;;;;;;2015-05-18;418109,2091;4601328,0317;2,0168428752873;41.557583858647;http://www.terrassa.cat/veureacte?numActe=83279
83340;Fira de la joguina Vapor and toys;Fires i festes;;http://vaporgran.cat/?tribe_events=vapor-and-toys                                                   ;;;2015-06-13 ;2015-06-14 ;F;;;;;1;;;;;;;2015-04-28;;;;;http://www.terrassa.cat/veureacte?numActe=83340
83342;Visita: El Bisbat d Ègara;Patrimoni;museudeterrassa@terrassa.cat                                                                        ;http://www.terrassa.cat/museu                                                                       ;;Museu de Terrassa - Seu d Ègara. Esglésies de Sant Pere de Terrassa;2015-06-13 10:30:00;2015-06-13 ;F;3 euros                                                                                                                                                                                                                                                        ;01/01/1900 10:30:00;;;1;;- Durada: 1.30 h - Informació i inscripcions al 93 739 70 72, de dilluns a divendres de 9 a 14 h - El Museu es reserva el dret de cancellar alguna sessió si no s arriba a un mínim d inscrits. ;;;;;2015-06-04;418240,8005;4602365,3248;2,018279390698;41.5669392401605;http://www.terrassa.cat/veureacte?numActe=83342
83343;Passaport Art Nouveau. De viatge ...per l Europa modernista: Primera destinació: França;Patrimoni;museudeterrassa@terrassa.cat                                                                        ;http://www.terrassa.cat/museu                                                                       ;;Museu de Terrassa - Casa Alegre Sagrera;2015-06-22 09:00:00;2015-06-26 14:00:00;F;Taller de dos dies: 32 euros, Taller de tres dies: 48 euros,  Taller d una setmana: 80 EUR 10% de descompte a partir del 2n infant i famílies nombroses                                                                                                        ;01/01/1900 9:00:00;01/01/1900 14:00:00;;1;;- Us podeu apuntar en franges de dos, tres dies o una setmana sencera. - Cal lliurar la següent documentació: la butlleta d inscripció signada, una fotocòpia de la targeta sanitària i el permís per fer fotografies. - El preu inclou una assegurança. - Hi ha previstes sortides fora de l espai on es realitzen els tallers. - Recomanem que els infants portin roba còmoda, que es pugui embrutar, i l esmorzar. - El Museu es reserva el dret de cancellar algun taller si no s arriba a un mínim d inscrits. ;PASSA L ESTIU AL MUSEU - TALLERS PER A INFANTS DE 4 A 12 ANYS                                                                                                                                           ;Et proposem passar uns dies al Museu de Terrassa i conèixer diferents aspectes del nostre patrimoni tot jugant. T hi esperem!;2015-06-22;2015-09-10;2015-05-18;417740,8627;4601903,0094;2,0123475130626;41.5627243023335;http://www.terrassa.cat/veureacte?numActe=83343
83344;Passaport Art Nouveau. De viatge ...per l Europa modernista: Segona destinació: Països Nòrdics.;Patrimoni;museudeterrassa@terrassa.cat                                                                        ;http://www.terrassa.cat/museu                                                                       ;;Museu de Terrassa - Casa Alegre Sagrera;2015-06-29 09:00:00;2015-07-03 14:00:00;F;Taller de dos dies: 32 euros, Taller de tres dies: 48 euros,  Taller d una setmana: 80 EUR 10% de descompte a partir del 2n infant i famílies nombroses                                                                                                        ;01/01/1900 9:00:00;01/01/1900 14:00:00;;1;;- Us podeu apuntar en franges de dos, tres dies o una setmana sencera. - Cal lliurar la següent documentació: la butlleta d inscripció signada, una fotocòpia de la targeta sanitària i el permís per fer fotografies. - El preu inclou una assegurança. - Hi ha previstes sortides fora de l espai on es realitzen els tallers. - Recomanem que els infants portin roba còmoda, que es pugui embrutar, i l esmorzar. - El Museu es reserva el dret de cancellar algun taller si no s arriba a un mínim d inscrits. ;PASSA L ESTIU AL MUSEU - TALLERS PER A INFANTS DE 4 A 12 ANYS                                                                                                                                           ;Et proposem passar uns dies al Museu de Terrassa i conèixer diferents aspectes del nostre patrimoni tot jugant. T hi esperem!;2015-06-22;2015-09-10;2015-05-19;417740,8627;4601903,0094;2,0123475130626;41.5627243023335;http://www.terrassa.cat/veureacte?numActe=83344
83345;Nit de foc i de bruixes. La tradició de Sant Joan;Patrimoni;museudeterrassa@terrassa.cat                                                                        ;http://www.terrassa.cat/museu                                                                       ;;Museu de Terrassa - Castell Cartoixa Vallparadís;2015-06-19 18:00:00;2015-06-19 ;F;2 euros per personal                                                                                                                                                                                                                                           ;01/01/1900 18:00:00;;;1;;- Durada: 1 h - Informació i inscripcions: 93 739 70 72, de dilluns a divendres de 9 a 14 h - Els infants han d anar acompanyats en tot moment d una persona adulta. - El Museu es reserva el dret de cancellar alguna sessió si no s arriba a un mínim d inscripcions.; A L ESTIU, LA MAINADA AL MUSEU - PER A INFANTS DE 3 A 6 ANYS                                                                                                                                           ;Hi ha qui pensa que els museus són territori exclusiu dels adults però res més allunyat de la realitat. Els infants poden passar una estona molt divertida al Museu mentre descobreixen el patrimoni de la ciutat. El Museu de Terrassa obre les seves portes i us convida a participar en aquestes activitats familiars que us permetran conèixer un munt de coses relacionades amb la història i l art de la nostra ciutat. No us ho podeu perdre!  ;2015-06-19;2015-09-03;2015-05-12;418312,5082;4602121,5125;2,0191724991005;41.5647507905247;http://www.terrassa.cat/veureacte?numActe=83345
